,score_dif,time_constraint,in_distrib,time_x_distrib,userid,gridnum,push,time_x_push,no_time
1133,0,-0.5,0.5,-0.25,72,407,0.0,-0.0,1
1134,0,-0.5,0.5,-0.25,70,408,0.0,-0.0,1
1135,0,-0.5,0.5,-0.25,72,405,0.0,-0.0,1
1136,0,-0.5,-0.5,0.25,72,101,0.5,-0.25,-1
1137,0,-0.5,0.5,-0.25,70,305,0.0,-0.0,0
1138,0,-0.5,-0.5,0.25,72,105,0.5,-0.25,-1
1139,0,-0.5,-0.5,0.25,72,107,0.5,-0.25,-1
1140,0,-0.5,0.5,-0.25,70,306,0.0,-0.0,0
1141,-1,-0.5,-0.5,0.25,72,104,0.5,-0.25,-2
1142,0,-0.5,-0.5,0.25,70,207,-0.5,0.25,-1
1143,0,-0.5,-0.5,0.25,70,104,0.5,-0.25,-1
1144,0,-0.5,-0.5,0.25,70,202,-0.5,0.25,-1
1145,0,-0.5,-0.5,0.25,72,103,0.5,-0.25,-1
1146,0,-0.5,0.5,-0.25,70,302,0.0,-0.0,0
1147,0,-0.5,0.5,-0.25,72,403,0.0,-0.0,1
1148,0,-0.5,0.5,-0.25,70,406,0.0,-0.0,1
1149,0,-0.5,0.5,-0.25,72,304,0.0,-0.0,0
1150,0,-0.5,0.5,-0.25,72,303,0.0,-0.0,0
1151,0,-0.5,-0.5,0.25,70,201,-0.5,0.25,-1
1152,0,-0.5,-0.5,0.25,72,206,-0.5,0.25,-1
1153,0,-0.5,-0.5,0.25,70,203,-0.5,0.25,-1
1154,0,-0.5,-0.5,0.25,72,106,0.5,-0.25,-1
1155,0,-0.5,-0.5,0.25,70,208,-0.5,0.25,-1
1156,0,-0.5,-0.5,0.25,72,207,-0.5,0.25,-1
1157,0,-0.5,-0.5,0.25,70,101,0.5,-0.25,-1
1158,0,-0.5,0.5,-0.25,72,406,0.0,-0.0,1
1159,-1,-0.5,0.5,-0.25,70,405,0.0,-0.0,0
1160,0,-0.5,0.5,-0.25,72,305,0.0,-0.0,0
1161,0,-0.5,0.5,-0.25,72,404,0.0,-0.0,1
1162,0,-0.5,0.5,-0.25,72,308,0.0,-0.0,0
1163,-1,-0.5,0.5,-0.25,72,301,0.0,-0.0,-1
1164,0,-0.5,0.5,-0.25,72,302,0.0,-0.0,0
1165,0,-0.5,-0.5,0.25,72,202,-0.5,0.25,-1
1166,0,-0.5,0.5,-0.25,72,306,0.0,-0.0,0
1167,0,-0.5,-0.5,0.25,72,204,-0.5,0.25,-1
1168,0,-0.5,-0.5,0.25,72,203,-0.5,0.25,-1
1169,0,-0.5,-0.5,0.25,72,205,-0.5,0.25,-1
1170,-1,-0.5,-0.5,0.25,78,103,0.5,-0.25,-2
1171,0,-0.5,-0.5,0.25,78,206,-0.5,0.25,-1
1172,-1,-0.5,-0.5,0.25,78,108,0.5,-0.25,-2
1173,0,-0.5,0.5,-0.25,78,306,0.0,-0.0,0
1174,0,-0.5,0.5,-0.25,78,305,0.0,-0.0,0
1175,0,-0.5,0.5,-0.25,78,405,0.0,-0.0,1
1176,0,-0.5,-0.5,0.25,78,201,-0.5,0.25,-1
1177,0,-0.5,0.5,-0.25,78,403,0.0,-0.0,1
1178,0,-0.5,0.5,-0.25,77,406,0.0,-0.0,1
1179,0,-0.5,0.5,-0.25,78,401,0.0,-0.0,1
1180,-1,-0.5,-0.5,0.25,77,107,0.5,-0.25,-2
1181,0,-0.5,-0.5,0.25,78,207,-0.5,0.25,-1
1182,0,-0.5,0.5,-0.25,77,404,0.0,-0.0,1
1183,0,-0.5,0.5,-0.25,77,403,0.0,-0.0,1
1184,0,-0.5,-0.5,0.25,77,201,-0.5,0.25,-1
1185,0,-0.5,0.5,-0.25,78,408,0.0,-0.0,1
1186,0,-0.5,0.5,-0.25,77,308,0.0,-0.0,0
1187,0,-0.5,0.5,-0.25,78,308,0.0,-0.0,0
1188,-1,-0.5,-0.5,0.25,77,202,-0.5,0.25,-2
1189,0,-0.5,-0.5,0.25,78,107,0.5,-0.25,-1
1190,0,-0.5,-0.5,0.25,77,203,-0.5,0.25,-1
1191,-1,-0.5,-0.5,0.25,77,103,0.5,-0.25,-2
1192,0,-0.5,0.5,-0.25,77,408,0.0,-0.0,1
1193,-1,-0.5,0.5,-0.25,78,301,0.0,-0.0,-1
1194,0,-0.5,0.5,-0.25,78,407,0.0,-0.0,1
1195,-1,-0.5,-0.5,0.25,78,104,0.5,-0.25,-2
1196,0,-0.5,0.5,-0.25,77,303,0.0,-0.0,0
1197,0,-0.5,-0.5,0.25,78,203,-0.5,0.25,-1
1198,0,-0.5,0.5,-0.25,78,402,0.0,-0.0,1
1199,0,-0.5,0.5,-0.25,77,307,0.0,-0.0,0
1200,0,-0.5,0.5,-0.25,77,402,0.0,-0.0,1
1201,-1,-0.5,-0.5,0.25,78,101,0.5,-0.25,-2
1202,-1,-0.5,-0.5,0.25,77,208,-0.5,0.25,-2
1203,0,-0.5,0.5,-0.25,78,406,0.0,-0.0,1
1204,-1,-0.5,0.5,-0.25,77,306,0.0,-0.0,-1
1205,0,-0.5,-0.5,0.25,78,205,-0.5,0.25,-1
1206,-1,-0.5,0.5,-0.25,77,405,0.0,-0.0,0
1207,0,-0.5,0.5,-0.25,77,304,0.0,-0.0,0
1208,0,-0.5,0.5,-0.25,78,307,0.0,-0.0,0
1209,0,-0.5,0.5,-0.25,78,304,0.0,-0.0,0
1210,-1,-0.5,0.5,-0.25,77,301,0.0,-0.0,-1
1211,0,-0.5,0.5,-0.25,78,404,0.0,-0.0,1
1212,-1,-0.5,-0.5,0.25,77,207,-0.5,0.25,-2
1213,-1,-0.5,-0.5,0.25,77,102,0.5,-0.25,-2
1214,0,-0.5,-0.5,0.25,77,106,0.5,-0.25,-1
1215,-1,-0.5,-0.5,0.25,77,108,0.5,-0.25,-2
1216,0,-0.5,-0.5,0.25,78,208,-0.5,0.25,-1
1217,-1,-0.5,-0.5,0.25,77,205,-0.5,0.25,-2
1218,0,-0.5,0.5,-0.25,78,303,0.0,-0.0,0
1219,-1,-0.5,0.5,-0.25,77,407,0.0,-0.0,0
1220,-1,-0.5,-0.5,0.25,77,206,-0.5,0.25,-2
1221,-1,-0.5,0.5,-0.25,77,302,0.0,-0.0,-1
1222,0,-0.5,-0.5,0.25,78,202,-0.5,0.25,-1
1223,-1,-0.5,-0.5,0.25,77,204,-0.5,0.25,-2
1224,0,-0.5,-0.5,0.25,77,105,0.5,-0.25,-1
1225,0,-0.5,-0.5,0.25,78,204,-0.5,0.25,-1
1226,-1,-0.5,0.5,-0.25,77,401,0.0,-0.0,0
1227,0,-0.5,-0.5,0.25,77,101,0.5,-0.25,-1
1228,-1,-0.5,-0.5,0.25,87,102,0.5,-0.25,-2
1229,0,-0.5,0.5,-0.25,87,407,0.0,-0.0,1
1230,0,-0.5,0.5,-0.25,87,402,0.0,-0.0,1
1231,-1,-0.5,-0.5,0.25,87,101,0.5,-0.25,-2
1232,-1,-0.5,-0.5,0.25,87,107,0.5,-0.25,-2
1233,-1,-0.5,-0.5,0.25,87,202,-0.5,0.25,-2
1234,0,-0.5,0.5,-0.25,87,303,0.0,-0.0,0
1235,0,-0.5,-0.5,0.25,87,208,-0.5,0.25,-1
1236,0,-0.5,0.5,-0.25,87,306,0.0,-0.0,0
1237,0,-0.5,0.5,-0.25,87,401,0.0,-0.0,1
1238,0,-0.5,-0.5,0.25,87,205,-0.5,0.25,-1
1239,0,-0.5,0.5,-0.25,87,408,0.0,-0.0,1
1240,0,-0.5,-0.5,0.25,87,201,-0.5,0.25,-1
1241,-1,-0.5,0.5,-0.25,87,305,0.0,-0.0,-1
1242,-1,-0.5,-0.5,0.25,82,205,-0.5,0.25,-2
1243,-1,-0.5,0.5,-0.25,87,406,0.0,-0.0,0
1244,0,-0.5,-0.5,0.25,82,203,-0.5,0.25,-1
1245,0,-0.5,0.5,-0.25,87,403,0.0,-0.0,1
1246,-1,-0.5,-0.5,0.25,87,105,0.5,-0.25,-2
1247,0,-0.5,0.5,-0.25,87,307,0.0,-0.0,0
1248,-1,-0.5,0.5,-0.25,82,403,0.0,-0.0,0
1249,0,-0.5,-0.5,0.25,87,206,-0.5,0.25,-1
1250,0,-0.5,-0.5,0.25,87,207,-0.5,0.25,-1
1251,0,-0.5,-0.5,0.25,82,204,-0.5,0.25,-1
1252,-1,-0.5,-0.5,0.25,87,106,0.5,-0.25,-2
1253,0,-0.5,0.5,-0.25,83,306,0.0,-0.0,0
1254,0,-0.5,-0.5,0.25,87,204,-0.5,0.25,-1
1255,-1,-0.5,0.5,-0.25,87,304,0.0,-0.0,-1
1256,0,-0.5,0.5,-0.25,83,402,0.0,-0.0,1
1257,0,-0.5,-0.5,0.25,87,103,0.5,-0.25,-1
1258,-1,-0.5,-0.5,0.25,83,106,0.5,-0.25,-2
1259,-1,-0.5,-0.5,0.25,87,108,0.5,-0.25,-2
1260,0,-0.5,0.5,-0.25,83,404,0.0,-0.0,1
1261,0,-0.5,0.5,-0.25,82,404,0.0,-0.0,1
1262,-1,-0.5,0.5,-0.25,87,301,0.0,-0.0,-1
1263,-1,-0.5,0.5,-0.25,87,405,0.0,-0.0,0
1264,0,-0.5,0.5,-0.25,87,308,0.0,-0.0,0
1265,0,-0.5,0.5,-0.25,87,404,0.0,-0.0,1
1266,0,-0.5,0.5,-0.25,83,403,0.0,-0.0,1
1267,-1,-0.5,-0.5,0.25,82,202,-0.5,0.25,-2
1268,0,-0.5,0.5,-0.25,87,302,0.0,-0.0,0
1269,-1,-0.5,0.5,-0.25,82,303,0.0,-0.0,-1
1270,-1,-0.5,-0.5,0.25,87,104,0.5,-0.25,-2
1271,0,-0.5,0.5,-0.25,83,303,0.0,-0.0,0
1272,0,-0.5,0.5,-0.25,82,305,0.0,-0.0,0
1273,0,-0.5,-0.5,0.25,87,203,-0.5,0.25,-1
1274,-1,-0.5,-0.5,0.25,82,104,0.5,-0.25,-2
1275,0,-0.5,-0.5,0.25,83,105,0.5,-0.25,-1
1276,0,-0.5,0.5,-0.25,83,301,0.0,-0.0,0
1277,0,-0.5,-0.5,0.25,82,107,0.5,-0.25,-1
1278,-1,-0.5,-0.5,0.25,83,102,0.5,-0.25,-2
1279,-1,-0.5,-0.5,0.25,83,108,0.5,-0.25,-2
1280,-1,-0.5,0.5,-0.25,82,406,0.0,-0.0,0
1281,-1,-0.5,-0.5,0.25,82,101,0.5,-0.25,-2
1282,0,-0.5,-0.5,0.25,83,204,-0.5,0.25,-1
1283,0,-0.5,-0.5,0.25,83,205,-0.5,0.25,-1
1284,-1,-0.5,-0.5,0.25,82,208,-0.5,0.25,-2
1285,0,-0.5,-0.5,0.25,83,206,-0.5,0.25,-1
1286,0,-0.5,0.5,-0.25,82,405,0.0,-0.0,1
1287,0,-0.5,0.5,-0.25,82,302,0.0,-0.0,0
1288,-1,-0.5,-0.5,0.25,83,107,0.5,-0.25,-2
1289,-1,-0.5,-0.5,0.25,82,108,0.5,-0.25,-2
1290,0,-0.5,-0.5,0.25,83,202,-0.5,0.25,-1
1291,0,-0.5,-0.5,0.25,83,207,-0.5,0.25,-1
1292,-1,-0.5,-0.5,0.25,82,106,0.5,-0.25,-2
1293,-1,-0.5,-0.5,0.25,82,207,-0.5,0.25,-2
1294,0,-0.5,-0.5,0.25,83,201,-0.5,0.25,-1
1295,0,-0.5,0.5,-0.25,82,307,0.0,-0.0,0
1296,0,-0.5,0.5,-0.25,83,405,0.0,-0.0,1
1297,-1,-0.5,-0.5,0.25,83,103,0.5,-0.25,-2
1298,0,-0.5,0.5,-0.25,83,406,0.0,-0.0,1
1299,0,-0.5,0.5,-0.25,83,308,0.0,-0.0,0
1300,0,-0.5,0.5,-0.25,83,304,0.0,-0.0,0
1301,-1,-0.5,0.5,-0.25,82,301,0.0,-0.0,-1
1302,-1,-0.5,-0.5,0.25,83,104,0.5,-0.25,-2
1303,0,-0.5,0.5,-0.25,82,308,0.0,-0.0,0
1304,0,-0.5,0.5,-0.25,82,402,0.0,-0.0,1
1305,0,-0.5,0.5,-0.25,83,408,0.0,-0.0,1
1306,0,-0.5,0.5,-0.25,82,408,0.0,-0.0,1
1307,0,-0.5,-0.5,0.25,83,203,-0.5,0.25,-1
1308,0,-0.5,0.5,-0.25,82,407,0.0,-0.0,1
1309,0,-0.5,0.5,-0.25,88,401,0.0,-0.0,1
1310,0,-0.5,-0.5,0.25,82,201,-0.5,0.25,-1
1311,0,-0.5,0.5,-0.25,83,305,0.0,-0.0,0
1312,-1,-0.5,0.5,-0.25,82,401,0.0,-0.0,0
1313,0,-0.5,0.5,-0.25,83,401,0.0,-0.0,1
1314,0,-0.5,0.5,-0.25,88,307,0.0,-0.0,0
1315,0,-0.5,-0.5,0.25,88,204,-0.5,0.25,-1
1316,0,-0.5,0.5,-0.25,83,307,0.0,-0.0,0
1317,0,-0.5,-0.5,0.25,80,201,-0.5,0.25,-1
1318,-1,-0.5,0.5,-0.25,88,402,0.0,-0.0,0
1319,0,-0.5,0.5,-0.25,84,304,0.0,-0.0,0
1320,-1,-0.5,-0.5,0.25,82,105,0.5,-0.25,-2
1321,-1,-0.5,0.5,-0.25,88,302,0.0,-0.0,-1
1322,0,-0.5,0.5,-0.25,80,402,0.0,-0.0,1
1323,-1,-0.5,-0.5,0.25,82,103,0.5,-0.25,-2
1324,0,-0.5,-0.5,0.25,80,206,-0.5,0.25,-1
1325,0,-0.5,0.5,-0.25,83,302,0.0,-0.0,0
1326,-1,-0.5,-0.5,0.25,82,102,0.5,-0.25,-2
1327,0,-0.5,0.5,-0.25,83,407,0.0,-0.0,1
1328,0,-0.5,0.5,-0.25,82,306,0.0,-0.0,0
1329,0,-0.5,-0.5,0.25,83,208,-0.5,0.25,-1
1330,0,-0.5,-0.5,0.25,80,205,-0.5,0.25,-1
1331,0,-0.5,0.5,-0.25,88,306,0.0,-0.0,0
1332,0,-0.5,0.5,-0.25,84,408,0.0,-0.0,1
1333,0,-0.5,0.5,-0.25,80,307,0.0,-0.0,0
1334,-1,-0.5,-0.5,0.25,88,104,0.5,-0.25,-2
1335,-1,-0.5,0.5,-0.25,88,303,0.0,-0.0,-1
1336,0,-0.5,0.5,-0.25,84,401,0.0,-0.0,1
1337,0,-0.5,0.5,-0.25,88,308,0.0,-0.0,0
1338,0,-0.5,-0.5,0.25,80,208,-0.5,0.25,-1
1339,0,-0.5,-0.5,0.25,84,205,-0.5,0.25,-1
1340,0,-0.5,0.5,-0.25,88,404,0.0,-0.0,1
1341,0,-0.5,0.5,-0.25,80,303,0.0,-0.0,0
1342,0,-0.5,-0.5,0.25,84,201,-0.5,0.25,-1
1343,0,-0.5,0.5,-0.25,84,306,0.0,-0.0,0
1344,-1,-0.5,-0.5,0.25,88,106,0.5,-0.25,-2
1345,-1,-0.5,0.5,-0.25,80,403,0.0,-0.0,0
1346,0,-0.5,0.5,-0.25,84,302,0.0,-0.0,0
1347,0,-0.5,-0.5,0.25,88,107,0.5,-0.25,-1
1348,0,-0.5,0.5,-0.25,80,408,0.0,-0.0,1
1349,-1,-0.5,-0.5,0.25,88,207,-0.5,0.25,-2
1350,0,-0.5,0.5,-0.25,80,404,0.0,-0.0,1
1351,0,-0.5,-0.5,0.25,84,207,-0.5,0.25,-1
1352,0,-0.5,0.5,-0.25,80,407,0.0,-0.0,1
1353,0,-0.5,-0.5,0.25,88,103,0.5,-0.25,-1
1354,0,-0.5,0.5,-0.25,88,408,0.0,-0.0,1
1355,0,-0.5,-0.5,0.25,88,101,0.5,-0.25,-1
1356,0,-0.5,0.5,-0.25,80,405,0.0,-0.0,1
1357,0,-0.5,-0.5,0.25,88,108,0.5,-0.25,-1
1358,-1,-0.5,-0.5,0.25,84,104,0.5,-0.25,-2
1359,-1,-0.5,-0.5,0.25,80,108,0.5,-0.25,-2
1360,0,-0.5,0.5,-0.25,84,305,0.0,-0.0,0
1361,-1,-0.5,-0.5,0.25,88,102,0.5,-0.25,-2
1362,0,-0.5,0.5,-0.25,88,305,0.0,-0.0,0
1363,-1,-0.5,-0.5,0.25,80,103,0.5,-0.25,-2
1364,-1,-0.5,-0.5,0.25,84,106,0.5,-0.25,-2
1365,0,-0.5,0.5,-0.25,88,403,0.0,-0.0,1
1366,-1,-0.5,-0.5,0.25,84,102,0.5,-0.25,-2
1367,0,-0.5,0.5,-0.25,84,308,0.0,-0.0,0
1368,0,-0.5,-0.5,0.25,88,202,-0.5,0.25,-1
1369,0,-0.5,0.5,-0.25,88,407,0.0,-0.0,1
1370,-1,-0.5,-0.5,0.25,80,102,0.5,-0.25,-2
1371,-1,-0.5,-0.5,0.25,88,205,-0.5,0.25,-2
1372,0,-0.5,0.5,-0.25,84,402,0.0,-0.0,1
1373,0,-0.5,0.5,-0.25,88,405,0.0,-0.0,1
1374,0,-0.5,0.5,-0.25,84,303,0.0,-0.0,0
1375,-1,-0.5,-0.5,0.25,84,208,-0.5,0.25,-2
1376,0,-0.5,-0.5,0.25,84,204,-0.5,0.25,-1
1377,0,-0.5,0.5,-0.25,80,304,0.0,-0.0,0
1378,0,-0.5,-0.5,0.25,88,203,-0.5,0.25,-1
1379,0,-0.5,0.5,-0.25,80,305,0.0,-0.0,0
1380,0,-0.5,-0.5,0.25,88,201,-0.5,0.25,-1
1381,0,-0.5,-0.5,0.25,80,207,-0.5,0.25,-1
1382,-1,-0.5,-0.5,0.25,80,105,0.5,-0.25,-2
1383,0,-0.5,0.5,-0.25,88,301,0.0,-0.0,0
1384,0,-0.5,-0.5,0.25,88,208,-0.5,0.25,-1
1385,0,-0.5,0.5,-0.25,84,307,0.0,-0.0,0
1386,-1,-0.5,-0.5,0.25,80,104,0.5,-0.25,-2
1387,-1,-0.5,-0.5,0.25,89,101,0.5,-0.25,-2
1388,-1,-0.5,0.5,-0.25,80,401,0.0,-0.0,0
1389,0,-0.5,0.5,-0.25,84,301,0.0,-0.0,0
1390,0,-0.5,-0.5,0.25,80,107,0.5,-0.25,-1
1391,0,-0.5,0.5,-0.25,84,407,0.0,-0.0,1
1392,0,-0.5,0.5,-0.25,88,304,0.0,-0.0,0
1393,0,-0.5,0.5,-0.25,84,405,0.0,-0.0,1
1394,-1,-0.5,-0.5,0.25,89,202,-0.5,0.25,-2
1395,0,-0.5,-0.5,0.25,80,106,0.5,-0.25,-1
1396,0,-0.5,0.5,-0.25,88,406,0.0,-0.0,1
1397,0,-0.5,-0.5,0.25,84,202,-0.5,0.25,-1
1398,0,-0.5,0.5,-0.25,80,301,0.0,-0.0,0
1399,0,-0.5,-0.5,0.25,89,207,-0.5,0.25,-1
1400,0,-0.5,0.5,-0.25,84,403,0.0,-0.0,1
1401,0,-0.5,-0.5,0.25,88,206,-0.5,0.25,-1
1402,0,-0.5,0.5,-0.25,80,308,0.0,-0.0,0
1403,-1,-0.5,-0.5,0.25,89,107,0.5,-0.25,-2
1404,0,-0.5,0.5,-0.25,89,405,0.0,-0.0,1
1405,0,-0.5,-0.5,0.25,80,202,-0.5,0.25,-1
1406,0,-0.5,0.5,-0.25,89,307,0.0,-0.0,0
1407,0,-0.5,-0.5,0.25,80,203,-0.5,0.25,-1
1408,-1,-0.5,0.5,-0.25,84,406,0.0,-0.0,0
1409,0,-0.5,-0.5,0.25,89,204,-0.5,0.25,-1
1410,0,-0.5,0.5,-0.25,80,306,0.0,-0.0,0
1411,0,-0.5,0.5,-0.25,84,404,0.0,-0.0,1
1412,0,-0.5,0.5,-0.25,89,404,0.0,-0.0,1
1413,0,-0.5,-0.5,0.25,80,204,-0.5,0.25,-1
1414,-1,-0.5,-0.5,0.25,89,104,0.5,-0.25,-2
1415,0,-0.5,0.5,-0.25,80,406,0.0,-0.0,1
1416,0,-0.5,0.5,-0.25,89,303,0.0,-0.0,0
1417,0,-0.5,-0.5,0.25,89,201,-0.5,0.25,-1
1418,0,-0.5,-0.5,0.25,89,206,-0.5,0.25,-1
1419,0,-0.5,-0.5,0.25,84,203,-0.5,0.25,-1
1420,0,-0.5,-0.5,0.25,89,203,-0.5,0.25,-1
1421,0,-0.5,0.5,-0.25,89,401,0.0,-0.0,1
1422,0,-0.5,-0.5,0.25,89,205,-0.5,0.25,-1
1423,0,-0.5,0.5,-0.25,89,407,0.0,-0.0,1
1424,-1,-0.5,-0.5,0.25,89,103,0.5,-0.25,-2
1425,-1,-0.5,0.5,-0.25,89,305,0.0,-0.0,-1
1426,0,-0.5,0.5,-0.25,89,402,0.0,-0.0,1
1427,-1,-0.5,-0.5,0.25,89,105,0.5,-0.25,-2
1428,-1,-0.5,-0.5,0.25,89,102,0.5,-0.25,-2
1429,0,-0.5,-0.5,0.25,92,206,-0.5,0.25,-1
1430,0,-0.5,-0.5,0.25,92,205,-0.5,0.25,-1
1431,0,-0.5,0.5,-0.25,92,308,0.0,-0.0,0
1432,0,-0.5,0.5,-0.25,89,308,0.0,-0.0,0
1433,0,-0.5,0.5,-0.25,92,402,0.0,-0.0,1
1434,0,-0.5,0.5,-0.25,89,306,0.0,-0.0,0
1435,0,-0.5,0.5,-0.25,92,405,0.0,-0.0,1
1436,-1,-0.5,-0.5,0.25,92,103,0.5,-0.25,-2
1437,-1,-0.5,0.5,-0.25,89,408,0.0,-0.0,0
1438,0,-0.5,0.5,-0.25,92,408,0.0,-0.0,1
1439,0,-0.5,0.5,-0.25,89,302,0.0,-0.0,0
1440,0,-0.5,-0.5,0.25,89,208,-0.5,0.25,-1
1441,0,-0.5,-0.5,0.25,92,202,-0.5,0.25,-1
1442,0,-0.5,0.5,-0.25,89,406,0.0,-0.0,1
1443,0,-0.5,0.5,-0.25,89,304,0.0,-0.0,0
1444,-1,-0.5,-0.5,0.25,89,108,0.5,-0.25,-2
1445,-1,-0.5,0.5,-0.25,89,403,0.0,-0.0,0
1446,-1,-0.5,0.5,-0.25,92,305,0.0,-0.0,-1
1447,0,-0.5,0.5,-0.25,92,301,0.0,-0.0,0
1448,0,-0.5,0.5,-0.25,92,304,0.0,-0.0,0
1449,-1,-0.5,-0.5,0.25,92,108,0.5,-0.25,-2
1450,0,-0.5,0.5,-0.25,92,303,0.0,-0.0,0
1451,0,-0.5,-0.5,0.25,92,204,-0.5,0.25,-1
1452,-1,-0.5,-0.5,0.25,92,101,0.5,-0.25,-2
1453,0,-0.5,0.5,-0.25,92,306,0.0,-0.0,0
1454,-1,-0.5,-0.5,0.25,92,104,0.5,-0.25,-2
1455,0,-0.5,0.5,-0.25,92,401,0.0,-0.0,1
1456,-1,-0.5,-0.5,0.25,92,107,0.5,-0.25,-2
1457,-1,-0.5,0.5,-0.25,92,406,0.0,-0.0,0
1458,-1,-0.5,-0.5,0.25,92,208,-0.5,0.25,-2
1459,0,-0.5,-0.5,0.25,92,207,-0.5,0.25,-1
1460,0,-0.5,0.5,-0.25,92,404,0.0,-0.0,1
1461,0,-0.5,0.5,-0.25,92,403,0.0,-0.0,1
1462,0,-0.5,0.5,-0.25,92,302,0.0,-0.0,0
1463,0,-0.5,-0.5,0.25,92,106,0.5,-0.25,-1
1464,0,-0.5,-0.5,0.25,92,203,-0.5,0.25,-1
1465,0,-0.5,-0.5,0.25,92,201,-0.5,0.25,-1
1466,0,-0.5,0.5,-0.25,92,407,0.0,-0.0,1
1467,0,-0.5,-0.5,0.25,91,201,-0.5,0.25,-1
1468,0,-0.5,0.5,-0.25,91,405,0.0,-0.0,1
1469,0,-0.5,0.5,-0.25,91,401,0.0,-0.0,1
1470,0,-0.5,0.5,-0.25,91,304,0.0,-0.0,0
1471,0,-0.5,0.5,-0.25,91,407,0.0,-0.0,1
1472,0,-0.5,0.5,-0.25,91,404,0.0,-0.0,1
1473,-1,-0.5,0.5,-0.25,97,308,0.0,-0.0,-1
1474,-1,-0.5,-0.5,0.25,95,108,0.5,-0.25,-2
1475,0,-0.5,-0.5,0.25,97,206,-0.5,0.25,-1
1476,0,-0.5,-0.5,0.25,97,106,0.5,-0.25,-1
1477,0,-0.5,-0.5,0.25,97,201,-0.5,0.25,-1
1478,0,-0.5,0.5,-0.25,94,308,0.0,-0.0,0
1479,0,-0.5,-0.5,0.25,95,201,-0.5,0.25,-1
1480,0,-0.5,0.5,-0.25,97,402,0.0,-0.0,1
1481,0,-0.5,0.5,-0.25,97,407,0.0,-0.0,1
1482,0,-0.5,0.5,-0.25,94,402,0.0,-0.0,1
1483,-1,-0.5,-0.5,0.25,97,207,-0.5,0.25,-2
1484,0,-0.5,-0.5,0.25,95,207,-0.5,0.25,-1
1485,-1,-0.5,-0.5,0.25,97,102,0.5,-0.25,-2
1486,0,-0.5,-0.5,0.25,95,105,0.5,-0.25,-1
1487,0,-0.5,-0.5,0.25,97,203,-0.5,0.25,-1
1488,0,-0.5,0.5,-0.25,95,403,0.0,-0.0,1
1489,0,-0.5,0.5,-0.25,97,304,0.0,-0.0,0
1490,-1,-0.5,0.5,-0.25,97,305,0.0,-0.0,-1
1491,0,-0.5,0.5,-0.25,95,308,0.0,-0.0,0
1492,0,-0.5,0.5,-0.25,97,406,0.0,-0.0,1
1493,0,-0.5,0.5,-0.25,95,301,0.0,-0.0,0
1494,0,-0.5,0.5,-0.25,97,306,0.0,-0.0,0
1495,0,-0.5,0.5,-0.25,91,306,0.0,-0.0,0
1496,-1,-0.5,0.5,-0.25,97,307,0.0,-0.0,-1
1497,0,-0.5,-0.5,0.25,95,204,-0.5,0.25,-1
1498,0,-0.5,-0.5,0.25,91,105,0.5,-0.25,-1
1499,0,-0.5,0.5,-0.25,97,303,0.0,-0.0,0
1500,0,-0.5,0.5,-0.25,97,401,0.0,-0.0,1
1501,0,-0.5,0.5,-0.25,97,403,0.0,-0.0,1
1502,0,-0.5,-0.5,0.25,95,106,0.5,-0.25,-1
1503,0,-0.5,0.5,-0.25,95,303,0.0,-0.0,0
1504,-1,-0.5,-0.5,0.25,97,103,0.5,-0.25,-2
1505,0,-0.5,0.5,-0.25,97,404,0.0,-0.0,1
1506,-1,-0.5,-0.5,0.25,94,204,-0.5,0.25,-2
1507,-1,-0.5,-0.5,0.25,95,102,0.5,-0.25,-2
1508,0,-0.5,-0.5,0.25,97,104,0.5,-0.25,-1
1509,-1,-0.5,-0.5,0.25,91,102,0.5,-0.25,-2
1510,-1,-0.5,-0.5,0.25,94,104,0.5,-0.25,-2
1511,-1,-0.5,-0.5,0.25,97,205,-0.5,0.25,-2
1512,0,-0.5,0.5,-0.25,95,407,0.0,-0.0,1
1513,0,-0.5,0.5,-0.25,91,406,0.0,-0.0,1
1514,0,-0.5,-0.5,0.25,97,101,0.5,-0.25,-1
1515,0,-0.5,0.5,-0.25,97,408,0.0,-0.0,1
1516,0,-0.5,0.5,-0.25,95,405,0.0,-0.0,1
1517,-1,-0.5,-0.5,0.25,91,208,-0.5,0.25,-2
1518,0,-0.5,-0.5,0.25,97,105,0.5,-0.25,-1
1519,0,-0.5,0.5,-0.25,97,405,0.0,-0.0,1
1520,0,-0.5,0.5,-0.25,95,306,0.0,-0.0,0
1521,0,-0.5,-0.5,0.25,97,208,-0.5,0.25,-1
1522,0,-0.5,-0.5,0.25,95,104,0.5,-0.25,-1
1523,0,-0.5,0.5,-0.25,97,301,0.0,-0.0,0
1524,0,-0.5,0.5,-0.25,91,307,0.0,-0.0,0
1525,0,-0.5,-0.5,0.25,97,204,-0.5,0.25,-1
1526,0,-0.5,0.5,-0.25,95,408,0.0,-0.0,1
1527,-1,-0.5,-0.5,0.25,91,206,-0.5,0.25,-2
1528,0,-0.5,0.5,-0.25,94,306,0.0,-0.0,0
1529,0,-0.5,-0.5,0.25,97,108,0.5,-0.25,-1
1530,0,-0.5,0.5,-0.25,91,402,0.0,-0.0,1
1531,0,-0.5,0.5,-0.25,97,302,0.0,-0.0,0
1532,0,-0.5,0.5,-0.25,91,305,0.0,-0.0,0
