,score_dif,time_constraint,in_distrib,time_x_distrib,userid,gridnum,push,time_x_push
2436,0,0.5,-0.5,-0.25,26,105,0.5,0.25
2437,0,0.5,-0.5,-0.25,26,106,0.5,0.25
2438,0,0.5,-0.5,-0.25,26,107,0.5,0.25
2439,0,0.5,-0.5,-0.25,26,108,0.5,0.25
2440,0,0.5,-0.5,-0.25,26,201,-0.5,-0.25
2441,0,0.5,-0.5,-0.25,26,202,-0.5,-0.25
2442,0,0.5,-0.5,-0.25,26,203,-0.5,-0.25
2443,0,0.5,-0.5,-0.25,26,204,-0.5,-0.25
2444,0,0.5,-0.5,-0.25,26,205,-0.5,-0.25
2445,0,0.5,-0.5,-0.25,26,206,-0.5,-0.25
2446,0,0.5,-0.5,-0.25,26,207,-0.5,-0.25
2447,0,0.5,-0.5,-0.25,26,208,-0.5,-0.25
2448,0,0.5,0.5,0.25,26,301,0.0,0.0
2449,0,0.5,0.5,0.25,26,302,0.0,0.0
2450,0,0.5,0.5,0.25,26,303,0.0,0.0
2451,0,0.5,0.5,0.25,26,304,0.0,0.0
2452,0,0.5,0.5,0.25,26,305,0.0,0.0
2453,0,0.5,0.5,0.25,26,306,0.0,0.0
2454,0,0.5,0.5,0.25,26,307,0.0,0.0
2455,0,0.5,0.5,0.25,26,308,0.0,0.0
2456,-1,0.5,0.5,0.25,26,401,0.0,0.0
2457,0,0.5,0.5,0.25,26,402,0.0,0.0
2458,0,0.5,0.5,0.25,26,403,0.0,0.0
2459,0,0.5,0.5,0.25,26,404,0.0,0.0
2460,0,0.5,0.5,0.25,26,405,0.0,0.0
2461,0,0.5,0.5,0.25,26,406,0.0,0.0
2462,0,0.5,0.5,0.25,26,407,0.0,0.0
2463,0,0.5,0.5,0.25,26,408,0.0,0.0
2464,-1,0.5,-0.5,-0.25,27,101,0.5,0.25
2465,-1,0.5,-0.5,-0.25,27,102,0.5,0.25
2466,0,0.5,-0.5,-0.25,27,103,0.5,0.25
2467,0,0.5,-0.5,-0.25,27,104,0.5,0.25
2468,0,0.5,-0.5,-0.25,27,105,0.5,0.25
2469,-1,0.5,-0.5,-0.25,27,106,0.5,0.25
2470,0,0.5,-0.5,-0.25,27,107,0.5,0.25
2471,0,0.5,-0.5,-0.25,27,108,0.5,0.25
2472,0,0.5,-0.5,-0.25,27,201,-0.5,-0.25
2473,0,0.5,-0.5,-0.25,27,202,-0.5,-0.25
2474,0,0.5,-0.5,-0.25,27,203,-0.5,-0.25
2475,0,0.5,-0.5,-0.25,27,204,-0.5,-0.25
2476,0,0.5,-0.5,-0.25,27,205,-0.5,-0.25
2477,0,0.5,-0.5,-0.25,27,206,-0.5,-0.25
2478,0,0.5,-0.5,-0.25,27,207,-0.5,-0.25
2479,0,0.5,-0.5,-0.25,27,208,-0.5,-0.25
2480,0,0.5,0.5,0.25,27,301,0.0,0.0
2481,0,0.5,0.5,0.25,27,302,0.0,0.0
2482,0,0.5,0.5,0.25,27,303,0.0,0.0
2483,0,0.5,0.5,0.25,27,304,0.0,0.0
2484,0,0.5,0.5,0.25,27,305,0.0,0.0
2485,0,0.5,0.5,0.25,27,306,0.0,0.0
2486,0,0.5,0.5,0.25,27,307,0.0,0.0
2487,0,0.5,0.5,0.25,27,308,0.0,0.0
2488,-1,0.5,0.5,0.25,27,401,0.0,0.0
2489,0,0.5,0.5,0.25,27,402,0.0,0.0
2490,0,0.5,0.5,0.25,27,403,0.0,0.0
2491,0,0.5,0.5,0.25,27,404,0.0,0.0
2492,-1,0.5,0.5,0.25,27,405,0.0,0.0
2493,0,0.5,0.5,0.25,27,406,0.0,0.0
2494,0,0.5,0.5,0.25,27,407,0.0,0.0
2495,0,0.5,0.5,0.25,27,408,0.0,0.0
2496,-1,0.5,-0.5,-0.25,28,101,0.5,0.25
2497,-1,0.5,-0.5,-0.25,28,102,0.5,0.25
2498,0,0.5,-0.5,-0.25,28,103,0.5,0.25
2499,0,0.5,-0.5,-0.25,28,104,0.5,0.25
2500,0,0.5,-0.5,-0.25,28,105,0.5,0.25
2501,-1,0.5,-0.5,-0.25,28,106,0.5,0.25
2502,0,0.5,-0.5,-0.25,28,107,0.5,0.25
2503,0,0.5,-0.5,-0.25,28,108,0.5,0.25
2504,0,0.5,-0.5,-0.25,28,201,-0.5,-0.25
2505,0,0.5,-0.5,-0.25,28,202,-0.5,-0.25
2506,0,0.5,-0.5,-0.25,28,203,-0.5,-0.25
2507,0,0.5,-0.5,-0.25,28,204,-0.5,-0.25
2508,0,0.5,-0.5,-0.25,28,205,-0.5,-0.25
2509,0,0.5,-0.5,-0.25,28,206,-0.5,-0.25
2510,0,0.5,-0.5,-0.25,28,207,-0.5,-0.25
2511,0,0.5,-0.5,-0.25,28,208,-0.5,-0.25
2512,0,0.5,0.5,0.25,28,301,0.0,0.0
2513,0,0.5,0.5,0.25,28,302,0.0,0.0
2514,0,0.5,0.5,0.25,28,303,0.0,0.0
2515,0,0.5,0.5,0.25,28,304,0.0,0.0
2516,0,0.5,0.5,0.25,28,305,0.0,0.0
2517,0,0.5,0.5,0.25,28,306,0.0,0.0
2518,0,0.5,0.5,0.25,28,307,0.0,0.0
2519,0,0.5,0.5,0.25,28,308,0.0,0.0
2520,-1,0.5,0.5,0.25,28,401,0.0,0.0
2521,0,0.5,0.5,0.25,28,402,0.0,0.0
2522,0,0.5,0.5,0.25,28,403,0.0,0.0
2523,0,0.5,0.5,0.25,28,404,0.0,0.0
2524,0,0.5,0.5,0.25,28,405,0.0,0.0
2525,0,0.5,0.5,0.25,28,406,0.0,0.0
2526,0,0.5,0.5,0.25,28,407,0.0,0.0
2527,0,0.5,0.5,0.25,28,408,0.0,0.0
2528,-1,0.5,-0.5,-0.25,29,101,0.5,0.25
2529,-1,0.5,-0.5,-0.25,29,102,0.5,0.25
2530,0,0.5,-0.5,-0.25,29,103,0.5,0.25
2531,0,0.5,-0.5,-0.25,29,104,0.5,0.25
2532,0,0.5,-0.5,-0.25,29,105,0.5,0.25
2533,-1,0.5,-0.5,-0.25,29,106,0.5,0.25
2534,0,0.5,-0.5,-0.25,29,107,0.5,0.25
2535,0,0.5,-0.5,-0.25,29,108,0.5,0.25
2536,0,0.5,-0.5,-0.25,29,201,-0.5,-0.25
2537,0,0.5,-0.5,-0.25,29,202,-0.5,-0.25
2538,0,0.5,-0.5,-0.25,29,203,-0.5,-0.25
2539,0,0.5,-0.5,-0.25,29,204,-0.5,-0.25
2540,0,0.5,-0.5,-0.25,29,205,-0.5,-0.25
2541,0,0.5,-0.5,-0.25,29,206,-0.5,-0.25
2542,0,0.5,-0.5,-0.25,29,207,-0.5,-0.25
2543,0,0.5,-0.5,-0.25,29,208,-0.5,-0.25
2544,0,0.5,0.5,0.25,29,301,0.0,0.0
2545,0,0.5,0.5,0.25,29,302,0.0,0.0
2546,0,0.5,0.5,0.25,29,303,0.0,0.0
2547,0,0.5,0.5,0.25,29,304,0.0,0.0
2548,0,0.5,0.5,0.25,29,305,0.0,0.0
2549,0,0.5,0.5,0.25,29,306,0.0,0.0
2550,0,0.5,0.5,0.25,29,307,0.0,0.0
2551,0,0.5,0.5,0.25,29,308,0.0,0.0
2552,-1,0.5,0.5,0.25,29,401,0.0,0.0
2553,0,0.5,0.5,0.25,29,402,0.0,0.0
2554,0,0.5,0.5,0.25,29,403,0.0,0.0
2555,0,0.5,0.5,0.25,29,404,0.0,0.0
2556,0,0.5,0.5,0.25,29,405,0.0,0.0
2557,0,0.5,0.5,0.25,29,406,0.0,0.0
2558,0,0.5,0.5,0.25,29,407,0.0,0.0
2559,0,0.5,0.5,0.25,29,408,0.0,0.0
2560,0,0.5,-0.5,-0.25,30,101,0.5,0.25
2561,0,0.5,-0.5,-0.25,30,102,0.5,0.25
2562,0,0.5,-0.5,-0.25,30,103,0.5,0.25
2563,0,0.5,-0.5,-0.25,30,104,0.5,0.25
2564,0,0.5,-0.5,-0.25,30,105,0.5,0.25
2565,0,0.5,-0.5,-0.25,30,106,0.5,0.25
2566,0,0.5,-0.5,-0.25,30,107,0.5,0.25
2567,0,0.5,-0.5,-0.25,30,108,0.5,0.25
2568,0,0.5,-0.5,-0.25,30,201,-0.5,-0.25
2569,0,0.5,-0.5,-0.25,30,202,-0.5,-0.25
2570,0,0.5,-0.5,-0.25,30,203,-0.5,-0.25
2571,0,0.5,-0.5,-0.25,30,204,-0.5,-0.25
2572,0,0.5,-0.5,-0.25,30,205,-0.5,-0.25
2573,0,0.5,-0.5,-0.25,30,206,-0.5,-0.25
2574,0,0.5,-0.5,-0.25,30,207,-0.5,-0.25
2575,0,0.5,-0.5,-0.25,30,208,-0.5,-0.25
2576,0,0.5,0.5,0.25,30,301,0.0,0.0
2577,0,0.5,0.5,0.25,30,302,0.0,0.0
2578,0,0.5,0.5,0.25,30,303,0.0,0.0
2579,0,0.5,0.5,0.25,30,304,0.0,0.0
2580,0,0.5,0.5,0.25,30,305,0.0,0.0
2581,0,0.5,0.5,0.25,30,306,0.0,0.0
2582,0,0.5,0.5,0.25,30,307,0.0,0.0
2583,0,0.5,0.5,0.25,30,308,0.0,0.0
2584,0,0.5,0.5,0.25,30,401,0.0,0.0
2585,0,0.5,0.5,0.25,30,402,0.0,0.0
2586,0,0.5,0.5,0.25,30,403,0.0,0.0
2587,0,0.5,0.5,0.25,30,404,0.0,0.0
2588,0,0.5,0.5,0.25,30,405,0.0,0.0
2589,0,0.5,0.5,0.25,30,406,0.0,0.0
2590,0,0.5,0.5,0.25,30,407,0.0,0.0
2591,0,0.5,0.5,0.25,30,408,0.0,0.0
2592,0,0.5,-0.5,-0.25,31,101,0.5,0.25
2593,-1,0.5,-0.5,-0.25,31,102,0.5,0.25
2594,0,0.5,-0.5,-0.25,31,103,0.5,0.25
2595,0,0.5,-0.5,-0.25,31,104,0.5,0.25
2596,0,0.5,-0.5,-0.25,31,105,0.5,0.25
2597,0,0.5,-0.5,-0.25,31,106,0.5,0.25
2598,0,0.5,-0.5,-0.25,31,107,0.5,0.25
2599,0,0.5,-0.5,-0.25,31,108,0.5,0.25
2600,0,0.5,-0.5,-0.25,31,201,-0.5,-0.25
2601,0,0.5,-0.5,-0.25,31,202,-0.5,-0.25
2602,0,0.5,-0.5,-0.25,31,203,-0.5,-0.25
2603,0,0.5,-0.5,-0.25,31,204,-0.5,-0.25
2604,0,0.5,-0.5,-0.25,31,205,-0.5,-0.25
2605,0,0.5,-0.5,-0.25,31,206,-0.5,-0.25
2606,0,0.5,-0.5,-0.25,31,207,-0.5,-0.25
2607,0,0.5,-0.5,-0.25,31,208,-0.5,-0.25
2608,0,0.5,0.5,0.25,31,301,0.0,0.0
2609,0,0.5,0.5,0.25,31,302,0.0,0.0
2610,0,0.5,0.5,0.25,31,303,0.0,0.0
2611,0,0.5,0.5,0.25,31,304,0.0,0.0
2612,0,0.5,0.5,0.25,31,305,0.0,0.0
2613,0,0.5,0.5,0.25,31,306,0.0,0.0
2614,0,0.5,0.5,0.25,31,307,0.0,0.0
2615,0,0.5,0.5,0.25,31,308,0.0,0.0
2616,-1,0.5,0.5,0.25,31,401,0.0,0.0
2617,0,0.5,0.5,0.25,31,402,0.0,0.0
2618,0,0.5,0.5,0.25,31,403,0.0,0.0
2619,0,0.5,0.5,0.25,31,404,0.0,0.0
2620,0,0.5,0.5,0.25,31,405,0.0,0.0
2621,0,0.5,0.5,0.25,31,406,0.0,0.0
2622,0,0.5,0.5,0.25,31,407,0.0,0.0
2623,0,0.5,0.5,0.25,31,408,0.0,0.0
2624,0,0.5,-0.5,-0.25,32,101,0.5,0.25
2625,-1,0.5,-0.5,-0.25,32,102,0.5,0.25
2626,0,0.5,-0.5,-0.25,32,103,0.5,0.25
2627,0,0.5,-0.5,-0.25,32,104,0.5,0.25
2628,0,0.5,-0.5,-0.25,32,105,0.5,0.25
2629,0,0.5,-0.5,-0.25,32,106,0.5,0.25
2630,0,0.5,-0.5,-0.25,32,107,0.5,0.25
2631,0,0.5,-0.5,-0.25,32,108,0.5,0.25
2632,0,0.5,-0.5,-0.25,32,201,-0.5,-0.25
2633,0,0.5,-0.5,-0.25,32,202,-0.5,-0.25
2634,0,0.5,-0.5,-0.25,32,203,-0.5,-0.25
2635,0,0.5,-0.5,-0.25,32,204,-0.5,-0.25
2636,0,0.5,-0.5,-0.25,32,205,-0.5,-0.25
2637,0,0.5,-0.5,-0.25,32,206,-0.5,-0.25
2638,0,0.5,-0.5,-0.25,32,207,-0.5,-0.25
2639,0,0.5,-0.5,-0.25,32,208,-0.5,-0.25
2640,0,0.5,0.5,0.25,32,301,0.0,0.0
2641,0,0.5,0.5,0.25,32,302,0.0,0.0
2642,0,0.5,0.5,0.25,32,303,0.0,0.0
2643,0,0.5,0.5,0.25,32,304,0.0,0.0
2644,0,0.5,0.5,0.25,32,305,0.0,0.0
2645,0,0.5,0.5,0.25,32,306,0.0,0.0
2646,0,0.5,0.5,0.25,32,307,0.0,0.0
2647,0,0.5,0.5,0.25,32,308,0.0,0.0
2648,-1,0.5,0.5,0.25,32,401,0.0,0.0
2649,0,0.5,0.5,0.25,32,402,0.0,0.0
2650,0,0.5,0.5,0.25,32,403,0.0,0.0
2651,0,0.5,0.5,0.25,32,404,0.0,0.0
2652,0,0.5,0.5,0.25,32,405,0.0,0.0
2653,0,0.5,0.5,0.25,32,406,0.0,0.0
2654,0,0.5,0.5,0.25,32,407,0.0,0.0
2655,0,0.5,0.5,0.25,32,408,0.0,0.0
2656,-1,0.5,-0.5,-0.25,33,101,0.5,0.25
2657,-1,0.5,-0.5,-0.25,33,102,0.5,0.25
2658,0,0.5,-0.5,-0.25,33,103,0.5,0.25
2659,0,0.5,-0.5,-0.25,33,104,0.5,0.25
2660,0,0.5,-0.5,-0.25,33,105,0.5,0.25
2661,0,0.5,-0.5,-0.25,33,106,0.5,0.25
2662,0,0.5,-0.5,-0.25,33,107,0.5,0.25
2663,0,0.5,-0.5,-0.25,33,108,0.5,0.25
2664,0,0.5,-0.5,-0.25,33,201,-0.5,-0.25
2665,0,0.5,-0.5,-0.25,33,202,-0.5,-0.25
2666,0,0.5,-0.5,-0.25,33,203,-0.5,-0.25
2667,0,0.5,-0.5,-0.25,33,204,-0.5,-0.25
2668,0,0.5,-0.5,-0.25,33,205,-0.5,-0.25
2669,0,0.5,-0.5,-0.25,33,206,-0.5,-0.25
2670,0,0.5,-0.5,-0.25,33,207,-0.5,-0.25
2671,0,0.5,-0.5,-0.25,33,208,-0.5,-0.25
2672,0,0.5,0.5,0.25,33,301,0.0,0.0
2673,0,0.5,0.5,0.25,33,302,0.0,0.0
2674,0,0.5,0.5,0.25,33,303,0.0,0.0
2675,0,0.5,0.5,0.25,33,304,0.0,0.0
2676,0,0.5,0.5,0.25,33,305,0.0,0.0
2677,0,0.5,0.5,0.25,33,306,0.0,0.0
2678,0,0.5,0.5,0.25,33,307,0.0,0.0
2679,0,0.5,0.5,0.25,33,308,0.0,0.0
2680,0,0.5,0.5,0.25,33,401,0.0,0.0
2681,0,0.5,0.5,0.25,33,402,0.0,0.0
2682,0,0.5,0.5,0.25,33,403,0.0,0.0
2683,0,0.5,0.5,0.25,33,404,0.0,0.0
2684,0,0.5,0.5,0.25,33,405,0.0,0.0
2685,0,0.5,0.5,0.25,33,406,0.0,0.0
2686,0,0.5,0.5,0.25,33,407,0.0,0.0
2687,0,0.5,0.5,0.25,33,408,0.0,0.0
2688,-1,0.5,-0.5,-0.25,34,101,0.5,0.25
2689,-1,0.5,-0.5,-0.25,34,102,0.5,0.25
2690,0,0.5,-0.5,-0.25,34,103,0.5,0.25
2691,0,0.5,-0.5,-0.25,34,104,0.5,0.25
2692,0,0.5,-0.5,-0.25,34,105,0.5,0.25
2693,-1,0.5,-0.5,-0.25,34,106,0.5,0.25
2694,0,0.5,-0.5,-0.25,34,107,0.5,0.25
2695,0,0.5,-0.5,-0.25,34,108,0.5,0.25
2696,0,0.5,-0.5,-0.25,34,201,-0.5,-0.25
2697,0,0.5,-0.5,-0.25,34,202,-0.5,-0.25
2698,0,0.5,-0.5,-0.25,34,203,-0.5,-0.25
2699,0,0.5,-0.5,-0.25,34,204,-0.5,-0.25
2700,0,0.5,-0.5,-0.25,34,205,-0.5,-0.25
2701,0,0.5,-0.5,-0.25,34,206,-0.5,-0.25
2702,0,0.5,-0.5,-0.25,34,207,-0.5,-0.25
2703,0,0.5,-0.5,-0.25,34,208,-0.5,-0.25
2704,0,0.5,0.5,0.25,34,301,0.0,0.0
2705,0,0.5,0.5,0.25,34,302,0.0,0.0
2706,0,0.5,0.5,0.25,34,303,0.0,0.0
2707,0,0.5,0.5,0.25,34,304,0.0,0.0
2708,0,0.5,0.5,0.25,34,305,0.0,0.0
2709,0,0.5,0.5,0.25,34,306,0.0,0.0
2710,0,0.5,0.5,0.25,34,307,0.0,0.0
2711,0,0.5,0.5,0.25,34,308,0.0,0.0
2712,-1,0.5,0.5,0.25,34,401,0.0,0.0
2713,0,0.5,0.5,0.25,34,402,0.0,0.0
2714,0,0.5,0.5,0.25,34,403,0.0,0.0
2715,0,0.5,0.5,0.25,34,404,0.0,0.0
2716,0,0.5,0.5,0.25,34,405,0.0,0.0
2717,0,0.5,0.5,0.25,34,406,0.0,0.0
2718,0,0.5,0.5,0.25,34,407,0.0,0.0
2719,0,0.5,0.5,0.25,34,408,0.0,0.0
2720,-1,0.5,-0.5,-0.25,35,101,0.5,0.25
2721,-1,0.5,-0.5,-0.25,35,102,0.5,0.25
2722,0,0.5,-0.5,-0.25,35,103,0.5,0.25
2723,0,0.5,-0.5,-0.25,35,104,0.5,0.25
2724,0,0.5,-0.5,-0.25,35,105,0.5,0.25
2725,-1,0.5,-0.5,-0.25,35,106,0.5,0.25
2726,0,0.5,-0.5,-0.25,35,107,0.5,0.25
2727,0,0.5,-0.5,-0.25,35,108,0.5,0.25
2728,0,0.5,-0.5,-0.25,35,201,-0.5,-0.25
2729,0,0.5,-0.5,-0.25,35,202,-0.5,-0.25
2730,0,0.5,-0.5,-0.25,35,203,-0.5,-0.25
2731,0,0.5,-0.5,-0.25,35,204,-0.5,-0.25
2732,0,0.5,-0.5,-0.25,35,205,-0.5,-0.25
2733,0,0.5,-0.5,-0.25,35,206,-0.5,-0.25
2734,0,0.5,-0.5,-0.25,35,207,-0.5,-0.25
2735,0,0.5,-0.5,-0.25,35,208,-0.5,-0.25
2736,0,0.5,0.5,0.25,35,301,0.0,0.0
2737,0,0.5,0.5,0.25,35,302,0.0,0.0
2738,0,0.5,0.5,0.25,35,303,0.0,0.0
2739,0,0.5,0.5,0.25,35,304,0.0,0.0
2740,0,0.5,0.5,0.25,35,305,0.0,0.0
2741,0,0.5,0.5,0.25,35,306,0.0,0.0
2742,0,0.5,0.5,0.25,35,307,0.0,0.0
2743,0,0.5,0.5,0.25,35,308,0.0,0.0
2744,-1,0.5,0.5,0.25,35,401,0.0,0.0
2745,0,0.5,0.5,0.25,35,402,0.0,0.0
2746,0,0.5,0.5,0.25,35,403,0.0,0.0
2747,0,0.5,0.5,0.25,35,404,0.0,0.0
2748,0,0.5,0.5,0.25,35,405,0.0,0.0
2749,0,0.5,0.5,0.25,35,406,0.0,0.0
2750,0,0.5,0.5,0.25,35,407,0.0,0.0
2751,0,0.5,0.5,0.25,35,408,0.0,0.0
2752,-1,0.5,-0.5,-0.25,36,101,0.5,0.25
2753,-1,0.5,-0.5,-0.25,36,102,0.5,0.25
2754,0,0.5,-0.5,-0.25,36,103,0.5,0.25
2755,0,0.5,-0.5,-0.25,36,104,0.5,0.25
2756,0,0.5,-0.5,-0.25,36,105,0.5,0.25
2757,0,0.5,-0.5,-0.25,36,106,0.5,0.25
2758,0,0.5,-0.5,-0.25,36,107,0.5,0.25
2759,0,0.5,-0.5,-0.25,36,108,0.5,0.25
2760,0,0.5,-0.5,-0.25,36,201,-0.5,-0.25
2761,0,0.5,-0.5,-0.25,36,202,-0.5,-0.25
2762,0,0.5,-0.5,-0.25,36,203,-0.5,-0.25
2763,0,0.5,-0.5,-0.25,36,204,-0.5,-0.25
2764,0,0.5,-0.5,-0.25,36,205,-0.5,-0.25
2765,0,0.5,-0.5,-0.25,36,206,-0.5,-0.25
2766,0,0.5,-0.5,-0.25,36,207,-0.5,-0.25
2767,0,0.5,-0.5,-0.25,36,208,-0.5,-0.25
2768,0,0.5,0.5,0.25,36,301,0.0,0.0
2769,0,0.5,0.5,0.25,36,302,0.0,0.0
2770,0,0.5,0.5,0.25,36,303,0.0,0.0
2771,0,0.5,0.5,0.25,36,304,0.0,0.0
2772,0,0.5,0.5,0.25,36,305,0.0,0.0
2773,0,0.5,0.5,0.25,36,306,0.0,0.0
2774,0,0.5,0.5,0.25,36,307,0.0,0.0
2775,0,0.5,0.5,0.25,36,308,0.0,0.0
2776,-1,0.5,0.5,0.25,36,401,0.0,0.0
2777,0,0.5,0.5,0.25,36,402,0.0,0.0
2778,0,0.5,0.5,0.25,36,403,0.0,0.0
2779,0,0.5,0.5,0.25,36,404,0.0,0.0
2780,0,0.5,0.5,0.25,36,405,0.0,0.0
2781,0,0.5,0.5,0.25,36,406,0.0,0.0
2782,0,0.5,0.5,0.25,36,407,0.0,0.0
2783,0,0.5,0.5,0.25,36,408,0.0,0.0
2784,-1,0.5,-0.5,-0.25,37,101,0.5,0.25
2785,-1,0.5,-0.5,-0.25,37,102,0.5,0.25
2786,0,0.5,-0.5,-0.25,37,103,0.5,0.25
2787,0,0.5,-0.5,-0.25,37,104,0.5,0.25
2788,0,0.5,-0.5,-0.25,37,105,0.5,0.25
2789,-1,0.5,-0.5,-0.25,37,106,0.5,0.25
2790,0,0.5,-0.5,-0.25,37,107,0.5,0.25
2791,0,0.5,-0.5,-0.25,37,108,0.5,0.25
2792,0,0.5,-0.5,-0.25,37,201,-0.5,-0.25
2793,0,0.5,-0.5,-0.25,37,202,-0.5,-0.25
2794,0,0.5,-0.5,-0.25,37,203,-0.5,-0.25
2795,0,0.5,-0.5,-0.25,37,204,-0.5,-0.25
2796,0,0.5,-0.5,-0.25,37,205,-0.5,-0.25
2797,0,0.5,-0.5,-0.25,37,206,-0.5,-0.25
2798,0,0.5,-0.5,-0.25,37,207,-0.5,-0.25
2799,0,0.5,-0.5,-0.25,37,208,-0.5,-0.25
2800,0,0.5,0.5,0.25,37,301,0.0,0.0
2801,0,0.5,0.5,0.25,37,302,0.0,0.0
2802,0,0.5,0.5,0.25,37,303,0.0,0.0
2803,0,0.5,0.5,0.25,37,304,0.0,0.0
2804,0,0.5,0.5,0.25,37,305,0.0,0.0
2805,0,0.5,0.5,0.25,37,306,0.0,0.0
2806,0,0.5,0.5,0.25,37,307,0.0,0.0
2807,0,0.5,0.5,0.25,37,308,0.0,0.0
2808,-1,0.5,0.5,0.25,37,401,0.0,0.0
2809,0,0.5,0.5,0.25,37,402,0.0,0.0
2810,0,0.5,0.5,0.25,37,403,0.0,0.0
2811,0,0.5,0.5,0.25,37,404,0.0,0.0
2812,0,0.5,0.5,0.25,37,405,0.0,0.0
2813,0,0.5,0.5,0.25,37,406,0.0,0.0
2814,0,0.5,0.5,0.25,37,407,0.0,0.0
2815,0,0.5,0.5,0.25,37,408,0.0,0.0
2816,-1,0.5,-0.5,-0.25,38,101,0.5,0.25
2817,-1,0.5,-0.5,-0.25,38,102,0.5,0.25
2818,0,0.5,-0.5,-0.25,38,103,0.5,0.25
2819,0,0.5,-0.5,-0.25,38,104,0.5,0.25
2820,0,0.5,-0.5,-0.25,38,105,0.5,0.25
2821,0,0.5,-0.5,-0.25,38,106,0.5,0.25
2822,0,0.5,-0.5,-0.25,38,107,0.5,0.25
2823,0,0.5,-0.5,-0.25,38,108,0.5,0.25
2824,0,0.5,-0.5,-0.25,38,201,-0.5,-0.25
2825,0,0.5,-0.5,-0.25,38,202,-0.5,-0.25
2826,0,0.5,-0.5,-0.25,38,203,-0.5,-0.25
2827,0,0.5,-0.5,-0.25,38,204,-0.5,-0.25
2828,0,0.5,-0.5,-0.25,38,205,-0.5,-0.25
2829,0,0.5,-0.5,-0.25,38,206,-0.5,-0.25
2830,0,0.5,-0.5,-0.25,38,207,-0.5,-0.25
2831,0,0.5,-0.5,-0.25,38,208,-0.5,-0.25
2832,0,0.5,0.5,0.25,38,301,0.0,0.0
2833,0,0.5,0.5,0.25,38,302,0.0,0.0
2834,0,0.5,0.5,0.25,38,303,0.0,0.0
2835,0,0.5,0.5,0.25,38,304,0.0,0.0
2836,0,0.5,0.5,0.25,38,305,0.0,0.0
2837,0,0.5,0.5,0.25,38,306,0.0,0.0
2838,0,0.5,0.5,0.25,38,307,0.0,0.0
2839,0,0.5,0.5,0.25,38,308,0.0,0.0
2840,-1,0.5,0.5,0.25,38,401,0.0,0.0
2841,0,0.5,0.5,0.25,38,402,0.0,0.0
2842,0,0.5,0.5,0.25,38,403,0.0,0.0
2843,0,0.5,0.5,0.25,38,404,0.0,0.0
2844,0,0.5,0.5,0.25,38,405,0.0,0.0
2845,0,0.5,0.5,0.25,38,406,0.0,0.0
2846,0,0.5,0.5,0.25,38,407,0.0,0.0
2847,0,0.5,0.5,0.25,38,408,0.0,0.0
2848,-1,0.5,-0.5,-0.25,39,101,0.5,0.25
2849,-1,0.5,-0.5,-0.25,39,102,0.5,0.25
2850,0,0.5,-0.5,-0.25,39,103,0.5,0.25
2851,0,0.5,-0.5,-0.25,39,104,0.5,0.25
2852,0,0.5,-0.5,-0.25,39,105,0.5,0.25
2853,-1,0.5,-0.5,-0.25,39,106,0.5,0.25
2854,0,0.5,-0.5,-0.25,39,107,0.5,0.25
2855,0,0.5,-0.5,-0.25,39,108,0.5,0.25
2856,0,0.5,-0.5,-0.25,39,201,-0.5,-0.25
2857,0,0.5,-0.5,-0.25,39,202,-0.5,-0.25
2858,0,0.5,-0.5,-0.25,39,203,-0.5,-0.25
2859,0,0.5,-0.5,-0.25,39,204,-0.5,-0.25
2860,0,0.5,-0.5,-0.25,39,205,-0.5,-0.25
2861,0,0.5,-0.5,-0.25,39,206,-0.5,-0.25
2862,0,0.5,-0.5,-0.25,39,207,-0.5,-0.25
2863,0,0.5,-0.5,-0.25,39,208,-0.5,-0.25
2864,0,0.5,0.5,0.25,39,301,0.0,0.0
2865,0,0.5,0.5,0.25,39,302,0.0,0.0
2866,0,0.5,0.5,0.25,39,303,0.0,0.0
2867,0,0.5,0.5,0.25,39,304,0.0,0.0
2868,0,0.5,0.5,0.25,39,305,0.0,0.0
2869,0,0.5,0.5,0.25,39,306,0.0,0.0
2870,0,0.5,0.5,0.25,39,307,0.0,0.0
2871,0,0.5,0.5,0.25,39,308,0.0,0.0
2872,-1,0.5,0.5,0.25,39,401,0.0,0.0
2873,0,0.5,0.5,0.25,39,402,0.0,0.0
2874,0,0.5,0.5,0.25,39,403,0.0,0.0
2875,0,0.5,0.5,0.25,39,404,0.0,0.0
2876,0,0.5,0.5,0.25,39,405,0.0,0.0
2877,0,0.5,0.5,0.25,39,406,0.0,0.0
2878,0,0.5,0.5,0.25,39,407,0.0,0.0
2879,0,0.5,0.5,0.25,39,408,0.0,0.0
2880,-1,0.5,-0.5,-0.25,40,101,0.5,0.25
2881,-1,0.5,-0.5,-0.25,40,102,0.5,0.25
2882,0,0.5,-0.5,-0.25,40,103,0.5,0.25
2883,0,0.5,-0.5,-0.25,40,104,0.5,0.25
2884,0,0.5,-0.5,-0.25,40,105,0.5,0.25
2885,-1,0.5,-0.5,-0.25,40,106,0.5,0.25
2886,0,0.5,-0.5,-0.25,40,107,0.5,0.25
2887,0,0.5,-0.5,-0.25,40,108,0.5,0.25
2888,0,0.5,-0.5,-0.25,40,201,-0.5,-0.25
2889,0,0.5,-0.5,-0.25,40,202,-0.5,-0.25
2890,0,0.5,-0.5,-0.25,40,203,-0.5,-0.25
